,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Citrate,Unkn-01,A1PC,,30.7437343282183,30.5655835593035,0.199665027776086,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Citrate,Unkn-01,A1PC,,30.3497688716756,30.5655835593035,0.199665027776086,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Citrate,Unkn-01,A1PC,,30.6032474780165,30.5655835593035,0.199665027776086,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Citrate,Unkn-02,A2PC,,32.8223889528435,32.5816222545634,0.225609862027444,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Citrate,Unkn-02,A2PC,,32.5473978143854,32.5816222545634,0.225609862027444,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Citrate,Unkn-02,A2PC,,32.3750799964613,32.5816222545634,0.225609862027444,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Citrate,Unkn-03,A3PC,,30.6299336427584,30.518498921461,0.0965937557812435,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Citrate,Unkn-03,A3PC,,30.4586486655852,30.518498921461,0.0965937557812435,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Citrate,Unkn-03,A3PC,,30.4669144560394,30.518498921461,0.0965937557812435,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Citrate,Unkn-04,A4PC,,31.3760254362074,31.6242799457541,0.218633423956512,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Citrate,Unkn-04,A4PC,,31.7881293346373,31.6242799457541,0.218633423956512,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Citrate,Unkn-04,A4PC,,31.7086850664176,31.6242799457541,0.218633423956512,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Citrate,Unkn-05,A5PC,,31.5635946454996,31.8085867904974,0.221309851048582,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Citrate,Unkn-05,A5PC,,31.8681369589344,31.8085867904974,0.221309851048582,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Citrate,Unkn-05,A5PC,,31.9940287670582,31.8085867904974,0.221309851048582,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Citrate,Unkn-06,B1PC,,32.2808206136997,32.2516169369095,0.0921519631961557,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Citrate,Unkn-06,B1PC,,32.148401649945,32.2516169369095,0.0921519631961557,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Citrate,Unkn-06,B1PC,,32.3256285470838,32.2516169369095,0.0921519631961557,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Citrate,Unkn-07,B2PC,,31.1646556420514,30.7923121518237,0.324303405260655,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Citrate,Unkn-07,B2PC,,30.5716014051686,30.7923121518237,0.324303405260655,NaN,NaN,NaN,NaN,60,
,B09,SYBR,Citrate,Unkn-07,B2PC,,30.6406794082511,30.7923121518237,0.324303405260655,NaN,NaN,NaN,NaN,60,
,B10,SYBR,Citrate,Unkn-08,B3PC,,32.870777692014,33.0680044873644,0.187667022947218,NaN,NaN,NaN,NaN,60,
,B11,SYBR,Citrate,Unkn-08,B3PC,,33.2443681576998,33.0680044873644,0.187667022947218,NaN,NaN,NaN,NaN,60,
,B12,SYBR,Citrate,Unkn-08,B3PC,,33.0888676123793,33.0680044873644,0.187667022947218,NaN,NaN,NaN,NaN,60,
,C01,SYBR,Citrate,Unkn-09,B4PC,,30.566798454163,30.3877848320129,0.16585036648787,NaN,NaN,NaN,NaN,60,
,C02,SYBR,Citrate,Unkn-09,B4PC,,30.2393548813601,30.3877848320129,0.16585036648787,NaN,NaN,NaN,NaN,60,
,C03,SYBR,Citrate,Unkn-09,B4PC,,30.3572011605157,30.3877848320129,0.16585036648787,NaN,NaN,NaN,NaN,60,
,C04,SYBR,Citrate,Unkn-10,B5PC,,32.3135702585715,32.2933764959518,0.220156378131858,NaN,NaN,NaN,NaN,60,
,C05,SYBR,Citrate,Unkn-10,B5PC,,32.0638189352582,32.2933764959518,0.220156378131858,NaN,NaN,NaN,NaN,60,
,C06,SYBR,Citrate,Unkn-10,B5PC,,32.5027402940257,32.2933764959518,0.220156378131858,NaN,NaN,NaN,NaN,60,
,C07,SYBR,Citrate,Unkn-11,A1PM,,31.2582378621384,31.2640343307768,0.32025612915058,NaN,NaN,NaN,NaN,60,
,C08,SYBR,Citrate,Unkn-11,A1PM,,30.9467157807577,31.2640343307768,0.32025612915058,NaN,NaN,NaN,NaN,60,
,C09,SYBR,Citrate,Unkn-11,A1PM,,31.5871493494344,31.2640343307768,0.32025612915058,NaN,NaN,NaN,NaN,60,
,C10,SYBR,Citrate,Unkn-12,A2PM,,NaN,0,0,NaN,NaN,0,0,60,
,C11,SYBR,Citrate,Unkn-12,A2PM,,NaN,0,0,NaN,NaN,0,0,60,
,C12,SYBR,Citrate,Unkn-12,A2PM,,NaN,0,0,NaN,NaN,0,0,60,
,D01,SYBR,Citrate,Unkn-13,A3PM,,29.8800424494458,29.6997625218484,0.172346618116941,NaN,NaN,NaN,NaN,60,
,D02,SYBR,Citrate,Unkn-13,A3PM,,29.536631342445,29.6997625218484,0.172346618116941,NaN,NaN,NaN,NaN,60,
,D03,SYBR,Citrate,Unkn-13,A3PM,,29.6826137736545,29.6997625218484,0.172346618116941,NaN,NaN,NaN,NaN,60,
,D04,SYBR,Citrate,Unkn-14,A4PM,,30.1870342958374,29.80630213384,0.330275443896526,NaN,NaN,NaN,NaN,60,
,D05,SYBR,Citrate,Unkn-14,A4PM,,29.6350183602668,29.80630213384,0.330275443896526,NaN,NaN,NaN,NaN,60,
,D06,SYBR,Citrate,Unkn-14,A4PM,,29.5968537454159,29.80630213384,0.330275443896526,NaN,NaN,NaN,NaN,60,
